x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.692533255,0.462703168,-3.14E-07,0.658613265,0.436312944,-0.012871792,0.634368896,0.401498914,-0.019553887,0.630000412,0.364194155,-0.025909448,0.635971427,0.334228903,-0.028536052,0.661389649,0.364247888,-0.007403208,0.652080297,0.335968941,-0.02202143,0.651857197,0.372561127,-0.026147753,0.654424787,0.384126246,-0.027025765,0.682806432,0.361931801,-0.007154954,0.673805177,0.330254793,-0.023520777,0.671924412,0.381389648,-0.023685122,0.676253498,0.391843408,-0.020218153,0.706160724,0.361406446,-0.009637542,0.697651505,0.329860389,-0.025430411,0.692008615,0.377914488,-0.018579181,0.695735753,0.392105103,-0.010447773,0.729187429,0.367387235,-0.013432791,0.723971307,0.335069001,-0.023085788,0.715596199,0.366280496,-0.017380172,0.716122031,0.382650971,-0.010525255,a
0.694532752,0.464644074,-3.37E-07,0.66140461,0.441307604,-0.012019841,0.638513982,0.405102074,-0.01762289,0.633892059,0.367195994,-0.022713223,0.638399184,0.336735636,-0.023971217,0.664007545,0.367831886,-0.008640472,0.653864503,0.335070789,-0.023450898,0.654053807,0.373315662,-0.027130408,0.657177031,0.385921448,-0.027379315,0.684758127,0.365844935,-0.008412283,0.674521983,0.331039995,-0.024180485,0.672613442,0.382897586,-0.023319313,0.6767869,0.393634558,-0.019131677,0.707378566,0.364568353,-0.010748259,0.697751343,0.331398487,-0.02603776,0.692177892,0.379924536,-0.01845134,0.695859492,0.394998312,-0.009847043,0.729774058,0.368966311,-0.014293564,0.724338353,0.335977703,-0.023973845,0.716005564,0.366968066,-0.017962163,0.715961814,0.383595467,-0.010744689,a
0.694532752,0.464644074,-3.37E-07,0.66140461,0.441307604,-0.012019841,0.638513982,0.405102074,-0.01762289,0.633892059,0.367195994,-0.022713223,0.638399184,0.336735636,-0.023971217,0.664007545,0.367831886,-0.008640472,0.653864503,0.335070789,-0.023450898,0.654053807,0.373315662,-0.027130408,0.657177031,0.385921448,-0.027379315,0.684758127,0.365844935,-0.008412283,0.674521983,0.331039995,-0.024180485,0.672613442,0.382897586,-0.023319313,0.6767869,0.393634558,-0.019131677,0.707378566,0.364568353,-0.010748259,0.697751343,0.331398487,-0.02603776,0.692177892,0.379924536,-0.01845134,0.695859492,0.394998312,-0.009847043,0.729774058,0.368966311,-0.014293564,0.724338353,0.335977703,-0.023973845,0.716005564,0.366968066,-0.017962163,0.715961814,0.383595467,-0.010744689,a
0.692783713,0.465374649,-3.32E-07,0.658795655,0.441352665,-0.01239056,0.637071729,0.404942483,-0.017708044,0.633388937,0.36755389,-0.022510728,0.638875246,0.337583482,-0.023519067,0.663133919,0.367480993,-0.00697766,0.654018819,0.335782826,-0.021629822,0.653164923,0.373472214,-0.025799388,0.655838132,0.387135059,-0.026467862,0.684036136,0.365377069,-0.006838563,0.67532748,0.330414712,-0.023384059,0.672601819,0.381651431,-0.024007158,0.676380992,0.394314349,-0.020468893,0.706736147,0.363906175,-0.009323831,0.698297024,0.330510497,-0.025852725,0.691744208,0.37908414,-0.019344201,0.694899917,0.395748526,-0.010968501,0.729865372,0.369026214,-0.01299742,0.724482656,0.33632952,-0.023738142,0.715390921,0.368716776,-0.018188773,0.715216994,0.386493713,-0.010989456,a
0.692783713,0.465374649,-3.32E-07,0.658795655,0.441352665,-0.01239056,0.637071729,0.404942483,-0.017708044,0.633388937,0.36755389,-0.022510728,0.638875246,0.337583482,-0.023519067,0.663133919,0.367480993,-0.00697766,0.654018819,0.335782826,-0.021629822,0.653164923,0.373472214,-0.025799388,0.655838132,0.387135059,-0.026467862,0.684036136,0.365377069,-0.006838563,0.67532748,0.330414712,-0.023384059,0.672601819,0.381651431,-0.024007158,0.676380992,0.394314349,-0.020468893,0.706736147,0.363906175,-0.009323831,0.698297024,0.330510497,-0.025852725,0.691744208,0.37908414,-0.019344201,0.694899917,0.395748526,-0.010968501,0.729865372,0.369026214,-0.01299742,0.724482656,0.33632952,-0.023738142,0.715390921,0.368716776,-0.018188773,0.715216994,0.386493713,-0.010989456,a
0.69358772,0.464666754,-3.26E-07,0.661749125,0.44366923,-0.014784927,0.639729321,0.407066196,-0.020299392,0.634209394,0.370927662,-0.024571467,0.638426006,0.342943192,-0.024774427,0.662777543,0.370623827,-0.010949356,0.654074669,0.337182999,-0.024902994,0.652912915,0.374968439,-0.027733576,0.655509353,0.385966539,-0.027666684,0.684558868,0.368541479,-0.009525334,0.67541182,0.331918597,-0.026234534,0.673189998,0.382716537,-0.026657758,0.676712334,0.393524826,-0.023154935,0.707960069,0.367015868,-0.010693687,0.699810743,0.332095057,-0.02754746,0.693820298,0.380217105,-0.021597682,0.696603239,0.394892037,-0.013699987,0.731281519,0.370650858,-0.013129189,0.727326632,0.33735311,-0.023610674,0.718243003,0.369018644,-0.018384583,0.71709615,0.385446846,-0.011733003,a
0.69358772,0.464666754,-3.26E-07,0.661749125,0.44366923,-0.014784927,0.639729321,0.407066196,-0.020299392,0.634209394,0.370927662,-0.024571467,0.638426006,0.342943192,-0.024774427,0.662777543,0.370623827,-0.010949356,0.654074669,0.337182999,-0.024902994,0.652912915,0.374968439,-0.027733576,0.655509353,0.385966539,-0.027666684,0.684558868,0.368541479,-0.009525334,0.67541182,0.331918597,-0.026234534,0.673189998,0.382716537,-0.026657758,0.676712334,0.393524826,-0.023154935,0.707960069,0.367015868,-0.010693687,0.699810743,0.332095057,-0.02754746,0.693820298,0.380217105,-0.021597682,0.696603239,0.394892037,-0.013699987,0.731281519,0.370650858,-0.013129189,0.727326632,0.33735311,-0.023610674,0.718243003,0.369018644,-0.018384583,0.71709615,0.385446846,-0.011733003,a
0.692196906,0.46358031,-3.36E-07,0.660429299,0.441012502,-0.012558301,0.639979124,0.404264539,-0.017299272,0.635877907,0.367846429,-0.021465812,0.640352666,0.338609159,-0.021805279,0.664820433,0.369267464,-0.006946403,0.655402601,0.337516874,-0.021650961,0.653646827,0.374389946,-0.025935007,0.656753302,0.386358976,-0.026791072,0.685118139,0.367309332,-0.006604902,0.67616874,0.332732469,-0.022583747,0.672078967,0.383080751,-0.022779381,0.676693678,0.393842369,-0.019240787,0.707746208,0.366083205,-0.009045144,0.700172722,0.332357287,-0.025251936,0.692540646,0.379646271,-0.018471548,0.696343303,0.394632936,-0.010105682,0.730994344,0.370920628,-0.012729653,0.726741016,0.337620139,-0.022746319,0.716702819,0.368962169,-0.016749581,0.716434956,0.386117488,-0.009480679,a
0.692196906,0.46358031,-3.36E-07,0.660429299,0.441012502,-0.012558301,0.639979124,0.404264539,-0.017299272,0.635877907,0.367846429,-0.021465812,0.640352666,0.338609159,-0.021805279,0.664820433,0.369267464,-0.006946403,0.655402601,0.337516874,-0.021650961,0.653646827,0.374389946,-0.025935007,0.656753302,0.386358976,-0.026791072,0.685118139,0.367309332,-0.006604902,0.67616874,0.332732469,-0.022583747,0.672078967,0.383080751,-0.022779381,0.676693678,0.393842369,-0.019240787,0.707746208,0.366083205,-0.009045144,0.700172722,0.332357287,-0.025251936,0.692540646,0.379646271,-0.018471548,0.696343303,0.394632936,-0.010105682,0.730994344,0.370920628,-0.012729653,0.726741016,0.337620139,-0.022746319,0.716702819,0.368962169,-0.016749581,0.716434956,0.386117488,-0.009480679,a
0.691762328,0.465178549,-3.51E-07,0.657789528,0.442753553,-0.012265782,0.637547076,0.402980953,-0.016819742,0.635587275,0.365668416,-0.021184633,0.640617073,0.335443199,-0.0217351,0.663123369,0.364625216,-0.004040896,0.654489815,0.337098807,-0.019544588,0.653629243,0.37521714,-0.024317425,0.656274974,0.390651911,-0.025060594,0.684225261,0.363686174,-0.004345739,0.67618674,0.331190497,-0.021836635,0.672798514,0.382602602,-0.022143541,0.677246332,0.397485703,-0.017882518,0.707266271,0.364130765,-0.007754924,0.700196445,0.332890391,-0.025865188,0.692866385,0.3804847,-0.018756494,0.696714401,0.397371471,-0.009284826,0.730790377,0.37144959,-0.012431434,0.726470411,0.340331942,-0.023677457,0.71648103,0.371191949,-0.017702937,0.716419697,0.388787866,-0.009983468,a
0.691762328,0.465178549,-3.51E-07,0.657789528,0.442753553,-0.012265782,0.637547076,0.402980953,-0.016819742,0.635587275,0.365668416,-0.021184633,0.640617073,0.335443199,-0.0217351,0.663123369,0.364625216,-0.004040896,0.654489815,0.337098807,-0.019544588,0.653629243,0.37521714,-0.024317425,0.656274974,0.390651911,-0.025060594,0.684225261,0.363686174,-0.004345739,0.67618674,0.331190497,-0.021836635,0.672798514,0.382602602,-0.022143541,0.677246332,0.397485703,-0.017882518,0.707266271,0.364130765,-0.007754924,0.700196445,0.332890391,-0.025865188,0.692866385,0.3804847,-0.018756494,0.696714401,0.397371471,-0.009284826,0.730790377,0.37144959,-0.012431434,0.726470411,0.340331942,-0.023677457,0.71648103,0.371191949,-0.017702937,0.716419697,0.388787866,-0.009983468,a
0.689823806,0.463621587,-3.25E-07,0.653119564,0.440687388,-0.016109793,0.631336749,0.402089834,-0.025247168,0.630302966,0.365436047,-0.033109035,0.638238907,0.335677236,-0.036929291,0.661043108,0.362781286,-0.016060259,0.653413832,0.336762965,-0.03197391,0.654066086,0.377656877,-0.03496081,0.656386077,0.393787712,-0.034728833,0.684234202,0.362853438,-0.01492746,0.676836908,0.33141008,-0.032211009,0.674411118,0.386083692,-0.031036977,0.678470254,0.399141312,-0.026707705,0.708111644,0.363972723,-0.016368724,0.701696873,0.333860844,-0.033980709,0.695466578,0.383092493,-0.025701955,0.698313355,0.399536848,-0.01639921,0.731420994,0.371013016,-0.019221717,0.728942156,0.340080023,-0.030860629,0.719602823,0.371911705,-0.02491153,0.718156338,0.389474779,-0.01761071,a
0.689823806,0.463621587,-3.25E-07,0.653119564,0.440687388,-0.016109793,0.631336749,0.402089834,-0.025247168,0.630302966,0.365436047,-0.033109035,0.638238907,0.335677236,-0.036929291,0.661043108,0.362781286,-0.016060259,0.653413832,0.336762965,-0.03197391,0.654066086,0.377656877,-0.03496081,0.656386077,0.393787712,-0.034728833,0.684234202,0.362853438,-0.01492746,0.676836908,0.33141008,-0.032211009,0.674411118,0.386083692,-0.031036977,0.678470254,0.399141312,-0.026707705,0.708111644,0.363972723,-0.016368724,0.701696873,0.333860844,-0.033980709,0.695466578,0.383092493,-0.025701955,0.698313355,0.399536848,-0.01639921,0.731420994,0.371013016,-0.019221717,0.728942156,0.340080023,-0.030860629,0.719602823,0.371911705,-0.02491153,0.718156338,0.389474779,-0.01761071,a
0.694414675,0.472138911,-3.15E-07,0.656797945,0.447785467,-0.017732121,0.631613672,0.407628983,-0.027478592,0.629799962,0.367029846,-0.035816699,0.641126513,0.337919027,-0.03999782,0.659248888,0.361363709,-0.014669793,0.653836608,0.335631758,-0.029923782,0.654388845,0.373776913,-0.032268655,0.656163335,0.389098853,-0.031561006,0.683770537,0.360787839,-0.012846316,0.677716792,0.332680196,-0.029838206,0.675728261,0.385505438,-0.028377332,0.679769874,0.397883654,-0.023497464,0.709198117,0.363245636,-0.01399786,0.704127967,0.336535007,-0.03197119,0.697987914,0.384859025,-0.023778474,0.700093269,0.399311632,-0.014094413,0.733908355,0.372403979,-0.016711203,0.731122732,0.342541814,-0.02813494,0.721859753,0.374520004,-0.022143664,0.720462143,0.39035809,-0.014658188,a
0.694414675,0.472138911,-3.15E-07,0.656797945,0.447785467,-0.017732121,0.631613672,0.407628983,-0.027478592,0.629799962,0.367029846,-0.035816699,0.641126513,0.337919027,-0.03999782,0.659248888,0.361363709,-0.014669793,0.653836608,0.335631758,-0.029923782,0.654388845,0.373776913,-0.032268655,0.656163335,0.389098853,-0.031561006,0.683770537,0.360787839,-0.012846316,0.677716792,0.332680196,-0.029838206,0.675728261,0.385505438,-0.028377332,0.679769874,0.397883654,-0.023497464,0.709198117,0.363245636,-0.01399786,0.704127967,0.336535007,-0.03197119,0.697987914,0.384859025,-0.023778474,0.700093269,0.399311632,-0.014094413,0.733908355,0.372403979,-0.016711203,0.731122732,0.342541814,-0.02813494,0.721859753,0.374520004,-0.022143664,0.720462143,0.39035809,-0.014658188,a
0.695705712,0.470650971,-3.56E-07,0.659597039,0.447040409,-0.014859608,0.637301207,0.405056328,-0.022958493,0.633916616,0.367493153,-0.03038588,0.642727852,0.34093079,-0.034099884,0.665889263,0.362710893,-0.01258216,0.657743275,0.338561326,-0.028664168,0.655085504,0.380191237,-0.033240415,0.655304432,0.393784106,-0.03420772,0.688232005,0.362971425,-0.011909457,0.680608273,0.335527837,-0.029215377,0.676756203,0.390779495,-0.029488031,0.679602265,0.401758015,-0.026094371,0.712619364,0.365566164,-0.01388374,0.706363857,0.337603837,-0.030806009,0.699297607,0.388593495,-0.023577845,0.701186121,0.402444929,-0.01520304,0.7363711,0.373344421,-0.017189283,0.73325783,0.344359279,-0.027392702,0.723697186,0.378414482,-0.021123638,0.722896993,0.394568324,-0.013825916,a
0.695705712,0.470650971,-3.56E-07,0.659597039,0.447040409,-0.014859608,0.637301207,0.405056328,-0.022958493,0.633916616,0.367493153,-0.03038588,0.642727852,0.34093079,-0.034099884,0.665889263,0.362710893,-0.01258216,0.657743275,0.338561326,-0.028664168,0.655085504,0.380191237,-0.033240415,0.655304432,0.393784106,-0.03420772,0.688232005,0.362971425,-0.011909457,0.680608273,0.335527837,-0.029215377,0.676756203,0.390779495,-0.029488031,0.679602265,0.401758015,-0.026094371,0.712619364,0.365566164,-0.01388374,0.706363857,0.337603837,-0.030806009,0.699297607,0.388593495,-0.023577845,0.701186121,0.402444929,-0.01520304,0.7363711,0.373344421,-0.017189283,0.73325783,0.344359279,-0.027392702,0.723697186,0.378414482,-0.021123638,0.722896993,0.394568324,-0.013825916,a
0.700141668,0.474109828,-3.32E-07,0.663720429,0.447835386,-0.014910093,0.639650524,0.409630537,-0.022790615,0.636715412,0.370418668,-0.029920377,0.645968318,0.340978533,-0.033101227,0.669670105,0.367733836,-0.010818169,0.66190052,0.341888607,-0.025429547,0.660186648,0.379494011,-0.027872281,0.661812127,0.392198563,-0.027455157,0.692519188,0.365609527,-0.009830545,0.684360981,0.337160379,-0.026275791,0.68064481,0.389144987,-0.024706222,0.685448468,0.399278164,-0.019951038,0.717666626,0.36687243,-0.011695253,0.710142553,0.337755591,-0.028235571,0.702406883,0.386816323,-0.020004543,0.705740333,0.400285095,-0.01085341,0.741694748,0.37522766,-0.015011447,0.738276184,0.344249785,-0.02542167,0.727136612,0.376470953,-0.019177049,0.725934684,0.392386734,-0.011777123,a
0.700141668,0.474109828,-3.32E-07,0.663720429,0.447835386,-0.014910093,0.639650524,0.409630537,-0.022790615,0.636715412,0.370418668,-0.029920377,0.645968318,0.340978533,-0.033101227,0.669670105,0.367733836,-0.010818169,0.66190052,0.341888607,-0.025429547,0.660186648,0.379494011,-0.027872281,0.661812127,0.392198563,-0.027455157,0.692519188,0.365609527,-0.009830545,0.684360981,0.337160379,-0.026275791,0.68064481,0.389144987,-0.024706222,0.685448468,0.399278164,-0.019951038,0.717666626,0.36687243,-0.011695253,0.710142553,0.337755591,-0.028235571,0.702406883,0.386816323,-0.020004543,0.705740333,0.400285095,-0.01085341,0.741694748,0.37522766,-0.015011447,0.738276184,0.344249785,-0.02542167,0.727136612,0.376470953,-0.019177049,0.725934684,0.392386734,-0.011777123,a
0.70338881,0.475563675,-3.38E-07,0.665878534,0.447645485,-0.016061967,0.639496565,0.407013685,-0.026144706,0.637596309,0.367163122,-0.035222422,0.64949888,0.338990986,-0.040159963,0.672687352,0.359158039,-0.013954124,0.665221453,0.335194588,-0.02892502,0.664171219,0.377423167,-0.032048449,0.665812552,0.391574264,-0.032320879,0.695546746,0.359756529,-0.012797542,0.687348306,0.33291778,-0.028552255,0.683827281,0.388064921,-0.027303977,0.6879583,0.397753596,-0.02350671,0.720678806,0.362976193,-0.014291106,0.714015782,0.334452927,-0.029625727,0.706939399,0.384855658,-0.020787889,0.709000409,0.397619784,-0.012085201,0.744859099,0.372062236,-0.017381009,0.741451383,0.341274887,-0.026566468,0.731038511,0.375405401,-0.019403193,0.729835629,0.39100486,-0.01183385,a
0.70338881,0.475563675,-3.38E-07,0.665878534,0.447645485,-0.016061967,0.639496565,0.407013685,-0.026144706,0.637596309,0.367163122,-0.035222422,0.64949888,0.338990986,-0.040159963,0.672687352,0.359158039,-0.013954124,0.665221453,0.335194588,-0.02892502,0.664171219,0.377423167,-0.032048449,0.665812552,0.391574264,-0.032320879,0.695546746,0.359756529,-0.012797542,0.687348306,0.33291778,-0.028552255,0.683827281,0.388064921,-0.027303977,0.6879583,0.397753596,-0.02350671,0.720678806,0.362976193,-0.014291106,0.714015782,0.334452927,-0.029625727,0.706939399,0.384855658,-0.020787889,0.709000409,0.397619784,-0.012085201,0.744859099,0.372062236,-0.017381009,0.741451383,0.341274887,-0.026566468,0.731038511,0.375405401,-0.019403193,0.729835629,0.39100486,-0.01183385,a
0.705665886,0.488326162,-3.44E-07,0.6684708,0.454373062,-0.014988824,0.640191436,0.408962399,-0.023403414,0.639031768,0.364099294,-0.031182878,0.653007984,0.335676312,-0.034450874,0.673090696,0.360663831,-0.009330497,0.665036678,0.332968295,-0.023617806,0.663715482,0.374242514,-0.025955537,0.666525841,0.386092126,-0.025926501,0.697569728,0.360973448,-0.008312687,0.688817143,0.331776112,-0.023969889,0.685083985,0.386628866,-0.022059139,0.690871239,0.394115925,-0.017616406,0.723538041,0.364566952,-0.01027688,0.716372192,0.333729386,-0.026132155,0.709018171,0.384551048,-0.017234685,0.71255672,0.396955401,-0.008036549,0.748326898,0.374165475,-0.013757712,0.744315028,0.340498626,-0.022657963,0.734122396,0.374127716,-0.015532619,0.734199524,0.389212906,-0.007855115,a
0.705665886,0.488326162,-3.44E-07,0.6684708,0.454373062,-0.014988824,0.640191436,0.408962399,-0.023403414,0.639031768,0.364099294,-0.031182878,0.653007984,0.335676312,-0.034450874,0.673090696,0.360663831,-0.009330497,0.665036678,0.332968295,-0.023617806,0.663715482,0.374242514,-0.025955537,0.666525841,0.386092126,-0.025926501,0.697569728,0.360973448,-0.008312687,0.688817143,0.331776112,-0.023969889,0.685083985,0.386628866,-0.022059139,0.690871239,0.394115925,-0.017616406,0.723538041,0.364566952,-0.01027688,0.716372192,0.333729386,-0.026132155,0.709018171,0.384551048,-0.017234685,0.71255672,0.396955401,-0.008036549,0.748326898,0.374165475,-0.013757712,0.744315028,0.340498626,-0.022657963,0.734122396,0.374127716,-0.015532619,0.734199524,0.389212906,-0.007855115,a
